Line-number,Type,State,County,Town,FIPS,Server-owner,ArcGIS-url,https,Show-contents,SSL,Open,Comment
3146,2,South Dakota,Faulk,,46049,,https://gis.districtiii.org/arcgis/rest/services/FAULK_FSA_2022/MapServer,Y,Y,OK,Y,
3147,2,South Dakota,Grant,,46051,,https://www.1stdistrict.org/arcgis/rest/services/Grant,Y,Y,OK,Y,
3148,2,South Dakota,Gregory,,46053,,https://gis.districtiii.org/arcgis/rest/services/GREGORY_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3149,2,South Dakota,Gregory,,46053,,https://gis.districtiii.org/arcgis/rest/services/GREGORY_FSA_2022/MapServer,Y,Y,OK,Y,
3150,2,South Dakota,Hamlin,,46057,,https://www.1stdistrict.org/arcgis/rest/services/Hamlin,Y,Y,OK,Y,
3151,2,South Dakota,Hanson,,46061,,https://gis.districtiii.org/arcgis/rest/services/HANSON_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3152,2,South Dakota,Hanson,,46061,,https://gis.districtiii.org/arcgis/rest/services/HANSON_FLOOD_LAYERS/MapServer,Y,Y,OK,Y, 
3153,2,South Dakota,Hanson,,46061,,https://gis.districtiii.org/arcgis/rest/services/HANSON_FLOOD_MIL1/MapServer,Y,Y,OK,Y, 
3154,2,South Dakota,Hanson,,46061,,https://gis.districtiii.org/arcgis/rest/services/HANSON_FSA_2022/MapServer,Y,Y,OK,Y,
3155,2,South Dakota,Hughes,,46065,,https://gis.districtiii.org/arcgis/rest/services/HUGHES_LAYERS/MapServer,Y,Y,OK,Y,
3156,2,South Dakota,Hutchinson,,46067,,https://gis.districtiii.org/arcgis/rest/services/HUTCHINSON_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3157,2,South Dakota,Hutchinson,,46067,,https://gis.districtiii.org/arcgis/rest/services/HUTCHINSON_COUNTY_PARCEL_VIEWER_MIL1/MapServer,Y,Y,OK,Y, 
3158,2,South Dakota,Hutchinson,,46067,,https://gis.districtiii.org/arcgis/rest/services/HUTCHINSON_FSA_2022/MapServer,Y,Y,OK,Y,
3159,2,South Dakota,Jackson,,46071,,https://gis.districtiii.org/arcgis/rest/services/JACKSON_LAYERS/MapServer,Y,Y,OK,Y, 
3160,2,South Dakota,Jackson,,46071,,https://gis.districtiii.org/arcgis/rest/services/JACKSON_MIL1/MapServer,Y,Y,OK,Y, 
3161,2,South Dakota,Jackson,,46071,,https://gis.districtiii.org/arcgis/rest/services/JACKSON_FSA_2022/MapServer,Y,Y,OK,Y,
3162,2,South Dakota,Jerauld,,46073,,https://gis.districtiii.org/arcgis/rest/services/JERAULD_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3163,2,South Dakota,Jerauld,,46073,,https://gis.districtiii.org/arcgis/rest/services/JERAULD_FSA_2022/MapServer,Y,Y,OK,Y,
3164,2,South Dakota,Jones,,46075,,https://gis.districtiii.org/arcgis/rest/services/JONES_COUNTY_LAYERS2/MapServer,Y,Y,OK,Y, 
3165,2,South Dakota,Jones,,46075,,https://gis.districtiii.org/arcgis/rest/services/JONES_FSA_2022/MapServer,Y,Y,OK,Y,
3166,2,South Dakota,Kingsbury,,46077,,https://www.1stdistrict.org/arcgis/rest/services/Kingsbury,Y,Y,OK,Y,
3167,2,South Dakota,Lake,,46079,,https://www.1stdistrict.org/arcgis/rest/services/Lake,Y,Y,OK,Y,
3168,2,South Dakota,Lincoln,,46083,,https://maps.lincolncountysd.org/webmapadaptor/rest/services,Y,Y,OK,Y,
3169,2,South Dakota,Lyman,,46085,,https://gis.districtiii.org/arcgis/rest/services/LYMAN_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3170,2,South Dakota,Lyman,,46085,,https://gis.districtiii.org/arcgis/rest/services/LYMAN_FSA_2022/MapServer,Y,Y,OK,Y,
3171,2,South Dakota,Marshall,,46091,,https://gis.districtiii.org/arcgis/rest/services/MARSHALL_COUNTY_LAYERS2/MapServer,Y,Y,OK,Y, 
3172,2,South Dakota,Marshall,,46091,,https://gis.districtiii.org/arcgis/rest/services/MARSHALL_FSA_2022/MapServer,Y,Y,OK,Y,
3173,2,South Dakota,McPherson,,46089,,https://gis.districtiii.org/arcgis/rest/services/MCPHERSON_COUNTY_LAYERS2/MapServer,Y,Y,OK,Y, 
3174,2,South Dakota,McPherson,,46089,,https://gis.districtiii.org/arcgis/rest/services/MCPHERSON_ZONING_LAYER/MapServer,Y,Y,OK,Y, 
3175,2,South Dakota,McPherson,,46089,,https://gis.districtiii.org/arcgis/rest/services/MCPHERSON_ZONING_MIL1/MapServer,Y,Y,OK,Y, 
3176,2,South Dakota,McPherson,,46089,,https://gis.districtiii.org/arcgis/rest/services/MCPHERSON_FSA_2022/MapServer,Y,Y,OK,Y,
3177,2,South Dakota,Meade,,46093,,https://wfs.schneidercorp.com/arcgis/rest/services/MeadeCountySD_REST/MapServer,Y,Y,OK,Y, 
3178,2,South Dakota,Meade,,46093,,https://wfs.schneidercorp.com/arcgis/rest/services/MeadeCountySD_WFS/MapServer,Y,Y,OK,Y,
3179,2,South Dakota,Mellette,,46095,,https://gis.districtiii.org/arcgis/rest/services/MELLETTE_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3180,2,South Dakota,Mellette,,46095,,https://gis.districtiii.org/arcgis/rest/services/MELLETTE_FSA_2022/MapServer,Y,Y,OK,Y,
3181,2,South Dakota,Miner,,46097,,https://www.1stdistrict.org/arcgis/rest/services/Miner,Y,Y,OK,Y,
3182,2,South Dakota,Moody,,46101,,https://www.1stdistrict.org/arcgis/rest/services/Moody,Y,Y,OK,Y,
3183,2,South Dakota,Minnehaha,,46099,,https://gis.minnehahacounty.org/minnemap/rest/services,Y,Y,OK,Y,
3184,2,South Dakota,Potter,,46107,,https://gis.districtiii.org/arcgis/rest/services/POTTER_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3185,2,South Dakota,Potter,,46107,,https://gis.districtiii.org/arcgis/rest/services/POTTER_FSA_2022/MapServer,Y,Y,OK,Y,
3186,2,South Dakota,Roberts,,46109,,https://www.1stdistrict.org/arcgis/rest/services/Roberts,Y,Y,OK,Y,
3187,2,South Dakota,Sanborn,,46111,,https://gis.districtiii.org/arcgis/rest/services/SANBORN_FSA_2022/MapServer,Y,Y,OK,Y,
3188,2,South Dakota,Stanley,,46117,,https://gis.districtiii.org/arcgis/rest/services/STANLEY_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3189,2,South Dakota,Stanley,,46117,,https://gis.districtiii.org/arcgis/rest/services/STANLEY_FSA_2022/MapServer,Y,Y,OK,Y,
3190,2,South Dakota,Sully,,46119,,https://gis.districtiii.org/arcgis/rest/services/SULLY_COUNTY_LAYERS/MapServer,Y,Y,OK,Y, 
3191,2,South Dakota,Sully,,46119,,https://gis.districtiii.org/arcgis/rest/services/SULLY_FSA_2022/MapServer,Y,Y,OK,Y,
3192,2,South Dakota,Tripp,,46123,,https://www.1stdistrict.org/arcgis/rest/services/Tripp,Y,Y,OK,Y, 
3193,2,South Dakota,Tripp,,46123,,https://gis.districtiii.org/arcgis/rest/services/TRIPP_TODD_LAYERS/MapServer,Y,Y,OK,Y, 
3194,2,South Dakota,Tripp,,46123,,https://gis.districtiii.org/arcgis/rest/services/TRIPP_TODD_FSA_2022/MapServer,Y,Y,OK,Y,
3195,2,South Dakota,Yankton,,46135,,https://gis.districtiii.org/arcgis/rest/services/YANKTON_ZONING/MapServer,Y,Y,OK,Y, 
3196,2,South Dakota,Yankton,,46135,,https://gis.districtiii.org/arcgis/rest/services/YANKTON_CEMETERY_LAYERS/MapServer,Y,Y,OK,Y,
3197,2,South Dakota,Ziebach,,46137,,https://gis.districtiii.org/arcgis/rest/services/ZIEBACH_WEB_LAYERS/MapServer,Y,Y,OK,Y, 
3198,2,South Dakota,Ziebach,,46137,,https://gis.districtiii.org/arcgis/rest/services/ZIEBACH_FSA_2022/MapServer,Y,Y,OK,Y,
3199,2,South Dakota,,Ames,,,https://gis.cityofames.org/arcgis/rest/services,Y,Y,OK,Y,
3200,2,South Dakota,,Belle Fourche,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Belle_Fourche_SD_MGMT/MapServer,Y,N,OK,Y,
3201,2,South Dakota,,Chamberlain,,,https://gis.districtiii.org/arcgis/rest/services/Chamberlain/MapServer,Y,Y,OK,Y,
3202,2,South Dakota,,Cleveland,,,https://www.efsedge.com/arcgis/rest/services/Cleveland_SD,Y,Y,OK,Y,
3203,2,South Dakota,,Harrisburg,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Harrisburg_SD_MGMT/MapServer,Y,N,OK,Y,
3204,2,South Dakota,,Madison,,,https://wfs.schneidercorp.com/arcgis/rest/services/CityofMadisonSD_REST/MapServer,Y,Y,OK,Y,
3205,2,South Dakota,,Mason City,,,https://wfs.schneidercorp.com/arcgis/rest/services/CityofMasonCityIA_WFS/MapServer,Y,Y,OK,Y,
3206,2,South Dakota,,Milbank,,,https://www.1stdistrict.org/arcgis/rest/services/Milbank,Y,Y,OK,Y,
3207,2,South Dakota,,Mitchell,,,https://gis.districtiii.org/arcgis/rest/services/MITCHELL_CEMETERY/MapServer,Y,Y,OK,Y,
3208,2,South Dakota,,Rapid City,,,https://permits.rcgov.org/arcgiswebadaptor/rest/services,Y,Y,OK,Y, 
3209,2,South Dakota,,Rapid City,,,https://gis.rcgov.org/arcgiswebadaptor/rest/services,Y,Y,OK,Y,
3210,2,South Dakota,,Sioux Falls,,,https://services.arcgis.com/YpECgwASS4iMvgsA/arcgis/rest/services,Y,Y,OK,Y, 
3211,2,South Dakota,,Sioux Falls,,,https://tiles.arcgis.com/tiles/YpECgwASS4iMvgsA/arcgis/rest/services,Y,Y,OK,Y,
3212,2,Tennessee,,,47,Tennessee Open Data Portal,https://tnmap.tn.gov/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
3213,2,Tennessee,,,47,Tennessee Department of Environment and Conservation,https://tdeconline.tn.gov/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3214,2,Tennessee,,,47,Tennessee Department of Transportation,https://spatial.tdot.tn.gov/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3215,2,Tennessee,,,47,Tennessee Department of Transportation,https://services2.arcgis.com/nf3p7v7Zy4fTOh6M/arcgis/rest/services,Y,Y,OK,Y,
3216,2,Tennessee,Blount,,47009,,https://com.blountgis.org/server/rest/services,Y,Y,OK,Y,
3217,2,Tennessee,Chester,,47023,,https://maps.capturecama.com/arcgis/rest/services/Chester,Y,Y,OK,Y,
3218,2,Tennessee,Hamilton,,47065,,https://mapsdev.hamiltontn.gov/hcwa03/rest/services,Y,Y,OK,Y, 
3219,2,Tennessee,Hamilton,,47065,,http://gismaps.hamiltontn.gov:6080/arcgis/rest/services,N,Y,,Y,
3220,2,Tennessee,Hickman,,47081,,https://maps.capturecama.com/arcgis/rest/services/Hickman,Y,Y,OK,Y,
3221,2,Tennessee,Montgomery,,47125,,https://maps.capturecama.com/arcgis/rest/services/MontTN,Y,Y,OK,Y,
3222,2,Tennessee,Rutherford,,47149,,http://map3.rutherfordcountytn.gov/arcgis/rest/services,N,Y,,Y,
3223,2,Tennessee,Rutherford,,47149,,https://maps.rutherfordcountytn.gov/ags02/rest/services,Y,Y,OK,Y,
3224,2,Tennessee,Sevier,,47155,,https://services1.arcgis.com/Qu4yM4JJvNoC2GKw/arcgis/rest/services,Y,Y,OK,Y,
3225,2,Tennessee,Shelby,,47157,,https://gis.shelbycountytn.gov/arcgis/rest/services,Y,Y,OK,Y, 
3226,2,Tennessee,Shelby,,47157,,https://uasiportal.shelbycountytn.gov/arcgis/rest/services,Y,Y,OK,Y,
3227,2,Tennessee,Williamson,,47187,,http://arcgis2.williamsoncounty-tn.gov/arcgis/rest/services,N,Y,,Y,
3228,2,Tennessee,Williamson,,47187,,https://arcgis2.williamson-tn.org/arcgis/rest/services,Y,Y,OK,Y,
3229,2,Tennessee,,Brentwood,,,https://maps.brentwoodtn.gov/arcgis/rest/services,Y,Y,OK,Y,
3230,2,Tennessee,,Chattanooga,,,https://pwgis.chattanooga.gov/arcgis/rest/services,Y,Y,OK,Y,
3231,2,Tennessee,,Cleveland,,,https://gis.clevelandtn.gov/arcgis/rest/services,Y,N,OK,Y,
3232,2,Tennessee,,Elizabethton,,,https://arcfm.eesonline.org/arcgis/rest/services,Y,Y,OK,Y,
3233,2,Tennessee,,Gallatin,,,https://arcweb.gallatin-tn.gov/arcgis/rest/services,Y,Y,OK,Y,
3234,2,Tennessee,,Henderson,,,https://arcgis5.roktech.net/arcgis/rest/services/Henderson,Y,Y,OK,Y,
3235,2,Tennessee,,Johnson City,,,https://gis.johnsoncitytn.org/arcgis/rest/services,Y,Y,OK,Y,
3236,2,Tennessee,,Knoxville,,,https://www.kub.org/arcgis/rest/services/outage_servicearea/MapServer,Y,Y,OK,Y, 
3237,2,Tennessee,,Knoxville Utilities Board,,,https://www.kub.org/arcgis/rest/services/outage_servicearea_esri/MapServer,Y,Y,OK,Y,
3238,2,Tennessee,,Lebanon,,,https://maps.lebanontn.org/arcgis/rest/services,Y,Y,OK,Y,
3239,2,Tennessee,,Memphis,,,https://mapgis.memphistn.gov/arcgis/rest/services,Y,Y,OK,Y, 
3240,2,Tennessee,,Memphis,,,https://comgis2.memphistn.gov/arcgis/rest/services,Y,Y,X,Y,
3241,2,Tennessee,,Montgomery,,,https://mcggis.mcgtn.org/mcggis/rest/services,Y,Y,OK,Y,
3242,2,Tennessee,,Murfreesboro,,,https://mwsdmaps.murfreesborotn.gov/mwsd/rest/services,Y,Y,OK,Y,
3243,2,Tennessee,,Nashville,,,https://maps.nashville.gov/arcgis/rest/services,Y,Y,OK,Y,
3244,2,Tennessee,,Smyrna,,,https://maps.townofsmyrna.org/server/rest/services,Y,Y,OK,Y,
3245,2,Tennessee,,Spring Hill,,,https://arcgis4.roktech.net/arcgis/rest/services/SpringHillTN,Y,Y,OK,Y, 
3246,2,Tennessee,,Spring Hill,,,https://arcgis5.roktech.net/arcgis/rest/services/SpringHillTN,Y,Y,OK,Y,
3247,2,Texas,,,48,Texas Legislative Council,https://giswebe.tlc.texas.gov/ArcGIS/rest/services,Y,Y,OK,Y, 8-12-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
3248,2,Texas,,,48,Texas Parks & Wildlife Department,https://tpwd.texas.gov/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3249,2,Texas,,,48,Texas Commission on Environmental Quality,https://gisweb.tceq.texas.gov/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3250,2,Texas,,,48,Railroad Commission of Texas,https://gis.rrc.texas.gov/server/rest/services,Y,N,OK,Y, 8-12-2023 No tiled data 
3251,2,Texas,,,48,Texas Natural Resources Information System,https://feature.tnris.org/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3252,2,Texas,,,48,Texas General Land Office,https://cgis.glo.texas.gov/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
3253,2,Texas,,,48,Texas Department of Transportation,https://maps.dot.state.tx.us/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
3254,2,Texas,,,48,Texas Department of Transportation,https://services.arcgis.com/KTcxiTD9dsQw4r7Z/ArcGIS/rest/services,Y,Y,OK,Y,
3255,2,Texas,,,48,Texas Boll Weevil Eradication Foundation,https://esri.txbollweevil.org/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3256,2,Texas,,,48,Texas Education Agency,https://services2.arcgis.com/5MVN2jsqIrNZD4tP/arcgis/rest/services,Y,Y,OK,Y,
3257,2,Texas,,,48,Texas Bureau of Economic Geology,https://coastal.beg.utexas.edu/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3258,2,Texas,,,48,Texas various layers,https://gisweb.glo.texas.gov/arcgis/rest/services,Y,N,OK,Y,
3259,2,Texas,,,48,Texas various layers,https://services5.arcgis.com/6gTxIFMxZdWxCrVQ/arcgis/rest/services,Y,Y,OK,Y, Lots of Hurricane Harvey data 
3260,2,Texas,,,48,Texas A&M University - Forest Service,https://tfsgis02.tfs.tamu.edu/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3261,2,Texas,,,,Houston-Galveston Area Council,https://gis.h-gac.com/arcgis/rest/services,Y,Y,OK,Y, 8-12-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
3262,2,Texas,,,,North Texas Tollway Authority,https://maps.ntta.org/waap1/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3263,2,Texas,,,,San Antonio River Authority,https://gis.sara-tx.org/ags1/rest/services,Y,Y,OK,Y, 8-12-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
3264,2,Texas,,,,Central Texas Council of Governments,https://maps.ctcog.org/server/rest/services,Y,Y,OK,Y, 8-12-2023 No tiled data 
3265,2,Texas,Anderson,,48001,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Anderson_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3266,2,Texas,Andrews,,48003,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/AndrewsCADMatixService/FeatureServer,Y,Y,OK,Y, 
3267,2,Texas,Andrews,,48003,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/AndrewsCADWebService/FeatureServer,Y,Y,OK,Y,
3268,2,Texas,Angelina,,48005,,https://webmap.trueautomation.com/arcgis/rest/services/AngelinaMapSearch/MapServer,Y,Y,OK,Y, 
3269,2,Texas,Angelina,,48005,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/AngelinaCADWebService/FeatureServer,Y,Y,OK,Y,
3270,2,Texas,Aransas,,48007,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/AransasCADWebService/FeatureServer,Y,Y,OK,Y, 
3271,2,Texas,Aransas,,48007,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Aransas_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3272,2,Texas,Atascosa,,48013,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/AtascosaCADWebService/FeatureServer,Y,Y,OK,Y,
3273,2,Texas,Austin,,48015,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Austin_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3274,2,Texas,Austin,,48015,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/AustinCADWebService/FeatureServer,Y,Y,OK,Y,
3275,2,Texas,Bailey,,48017,,https://webmap.trueautomation.com/arcgis/rest/services/BaileyMapSearchNoLabels/MapServer,Y,Y,OK,Y, 
3276,2,Texas,Bailey,,48017,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BaileyCADWebService/FeatureServer,Y,Y,OK,Y,
3277,2,Texas,Bandera,,48019,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Bandera_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3278,2,Texas,Bandera,,48019,,https://webmap.trueautomation.com/arcgis/rest/services/BanderaMapSearchNoLabels/MapServer,Y,Y,OK,Y,
3279,2,Texas,Bastrop,,48021,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BastropCADWebService/FeatureServer,Y,Y,OK,Y, 
3280,2,Texas,Bastrop,,48021,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BastropCADAdditionalDataService/FeatureServer,Y,Y,OK,Y, 
3281,2,Texas,Bastrop,,48021,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Bastrop_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3282,2,Texas,Bell,,48027,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BellCADSalesNBHDService/FeatureServer,Y,Y,OK,Y, 
3283,2,Texas,Bell,,48027,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Bell_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3284,2,Texas,Bell,,48027,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BellCADMatixService/FeatureServer,Y,Y,OK,Y,
3285,2,Texas,Bexar,,48029,,https://maps.bexar.org/arcgis/rest/services,Y,Y,OK,Y, See also City of San Antonio 
3286,2,Texas,Blanco,,48031,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Blanco911CADWebService/FeatureServer,Y,Y,OK,Y, 
3287,2,Texas,Blanco,,48031,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Blanco911CADWebService/FeatureServer,Y,Y,OK,Y,
3288,2,Texas,Bosque,,48035,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Bosque_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3289,2,Texas,Brazoria,,48039,,https://maps.brazoriacountytx.gov/arcgis/rest/services,Y,Y,OK,Y, 
3290,2,Texas,Brazoria,,48039,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BrazoriaCADWebService/FeatureServer,Y,Y,OK,Y, 
3291,2,Texas,Brazoria,,48039,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Brazoria_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3292,2,Texas,Brazos,,48041,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BrazosCADWebService/FeatureServer,Y,Y,OK,Y, 
3293,2,Texas,Brazos,,48041,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Brazos_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3294,2,Texas,Brazos,,48041,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BrazosCADMatixService/FeatureServer,Y,Y,OK,Y,
3295,2,Texas,Brewster,,48043,,https://webmap.trueautomation.com/arcgis/rest/services/BrewsterMapSearchNoLabels/MapServer,Y,Y,OK,Y,
3296,2,Texas,Brooks,,48047,,https://webmap.trueautomation.com/arcgis/rest/services/BrooksMapSearchNoLabels/MapServer,Y,Y,OK,Y, 
3297,2,Texas,Brooks,,48047,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BrooksCADWebService/FeatureServer,Y,Y,OK,Y, 
3298,2,Texas,Brooks,,48047,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Brooks_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3299,2,Texas,Brown,,48049,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Brown_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3300,2,Texas,Brown,,48049,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BrownCADMatixService/FeatureServer,Y,Y,OK,Y,
3301,2,Texas,Burleson,,48051,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Burleson_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3302,2,Texas,Burleson,,48051,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BurlesonCADMatixService/FeatureServer,Y,Y,OK,Y,
3303,2,Texas,Burnet,,48053,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Burnet_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3304,2,Texas,Burnet,,48053,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/BurnetCADWebService/FeatureServer,Y,Y,OK,Y,
3305,2,Texas,Caldwell,,48055,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/CaldwellFEMAFloodMap/FeatureServer,Y,Y,OK,Y,
3306,2,Texas,Calhoun,,48057,,https://webmap.trueautomation.com/arcgis/rest/services/CalhounMapSearchNoLabels/MapServer,Y,Y,OK,Y, 
3307,2,Texas,Calhoun,,48057,,https://webmap.trueautomation.com/arcgis/rest/services/CalhounMapSearchRep/MapServer,Y,Y,OK,Y, 
3308,2,Texas,Calhoun,,48057,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Calhoun_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3309,2,Texas,Calhoun,,48057,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/CalhounCADWebService/FeatureServer,Y,Y,OK,Y,
3310,2,Texas,Cass,,48067,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Cass_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3311,2,Texas,Cass,,48067,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/CassCADWebService/FeatureServer,Y,Y,OK,Y,
3312,2,Texas,Cherokee,,48073,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Cherokee_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3313,2,Texas,Cherokee,,48073,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/CherokeeCADStreets/FeatureServer,Y,Y,OK,Y,
3314,2,Texas,Cochran,,48079,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/CochranCADWebService/FeatureServer,Y,Y,OK,Y,
3315,2,Texas,Collin,,48085,,https://map.collincad.org/Arcgis/rest/services,Y,Y,OK,Y,
3316,2,Texas,Colorado,,48089,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/ColoradoCADWebService/FeatureServer,Y,Y,OK,Y,
3317,2,Texas,Comal,,48091,,https://webmap.trueautomation.com/arcgis/rest/services/ComalAnalysis/MapServer,Y,Y,OK,Y, 
3318,2,Texas,Comal,,48091,,https://webmap.trueautomation.com/arcgis/rest/services/ComalMapFloodTaxingDRGs/MapServer,Y,Y,OK,Y, 
3319,2,Texas,Comal,,48091,,https://webmap.trueautomation.com/arcgis/rest/services/ComalMapSearchNoLabels/MapServer,Y,Y,OK,Y, 
3320,2,Texas,Comal,,48091,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Comal_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, 
3321,2,Texas,Comal,,48091,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/ComalCADWebService/FeatureServer,Y,Y,OK,Y,
3322,2,Texas,Comanche,,48093,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Comanche_USDA_Soils_Map/FeatureServer,Y,Y,OK,Y, 
3323,2,Texas,Comanche,,48093,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/ComancheCADMatixService/FeatureServer,Y,Y,OK,Y,
3324,2,Texas,Cooke,,48097,,https://gis.texoma.cog.tx.us/arcgis/rest/services,Y,Y,OK,Y, 
3325,2,Texas,Cooke,,48097,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Cooke_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y,
3326,2,Texas,Coryell,,48099,,https://services6.arcgis.com/j94FvPaik4etwHFk/ArcGIS/rest/services/Coryell_FEMA_Flood_Map/FeatureServer,Y,Y,OK,Y, Coryell 
